source_id,source_listing_id,attribute_key,attribute_label,attribute_namespace,value_type,value_text,value_number,value_boolean,source_path,raw_artifact_id,updated_at
cabaprop,6a35727cef119099235da668,cabaprop.aptcredito,aptCredito,cabaprop,boolean,,,0,aptCredito,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.aptmascota,aptMascota,cabaprop,boolean,,,0,aptMascota,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.aptprofesional,aptProfesional,cabaprop,boolean,,,0,aptProfesional,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.balcony_active,active,cabaprop,boolean,,,0,balcony.active,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.bano_de_servicio,"bano de servicio",cabaprop,boolean,,,0,bano_de_servicio,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.bathrooms,bathrooms,cabaprop,number,1,1.0,,bathrooms,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.baulera,baulera,cabaprop,boolean,,,0,baulera,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.bedrooms,bedrooms,cabaprop,number,2,2.0,,bedrooms,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingaccessibilities,buildingAccessibilities,cabaprop,boolean,,,0,buildingAccessibilities,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingantiquity,buildingAntiquity,cabaprop,number,3,3.0,,buildingAntiquity,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingbicyclelaneinblock,buildingBicycleLaneInBlock,cabaprop,boolean,,,0,buildingBicycleLaneInBlock,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingbrightness,buildingBrightness,cabaprop,number,2,2.0,,buildingBrightness,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingcategory,buildingCategory,cabaprop,number,3,3.0,,buildingCategory,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingceilingheight,buildingCeilingHeight,cabaprop,number,0,0.0,,buildingCeilingHeight,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingdisposition,buildingDisposition,cabaprop,number,2,2.0,,buildingDisposition,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildinglocationinblock,buildingLocationInBlock,cabaprop,number,2,2.0,,buildingLocationInBlock,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingorientation,buildingOrientation,cabaprop,number,0,0.0,,buildingOrientation,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingparkingmeterinblock,buildingParkingMeterInBlock,cabaprop,boolean,,,0,buildingParkingMeterInBlock,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingquantityapartmentsperfloor,buildingQuantityApartmentsPerFloor,cabaprop,number,3,3.0,,buildingQuantityApartmentsPerFloor,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingquantityfloors,buildingQuantityFloors,cabaprop,number,4,4.0,,buildingQuantityFloors,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingquantitymainelevators,buildingQuantityMainElevators,cabaprop,number,0,0.0,,buildingQuantityMainElevators,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingquantityserviceelevators,buildingQuantityServiceElevators,cabaprop,number,0,0.0,,buildingQuantityServiceElevators,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingstage,buildingStage,cabaprop,number,3,3.0,,buildingStage,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingstate,buildingState,cabaprop,number,3,3.0,,buildingState,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.buildingtype,buildingType,cabaprop,number,1,1.0,,buildingType,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_aireacondicionado,aireAcondicionado,cabaprop,boolean,,,0,calefaccion.aireAcondicionado,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_caldera_central,"caldera central",cabaprop,boolean,,,0,calefaccion.caldera_central,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_caldera_individual,"caldera individual",cabaprop,boolean,,,0,calefaccion.caldera_individual,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_calefaccion_central,"calefaccion central",cabaprop,boolean,,,0,calefaccion.calefaccion_central,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_calefaccion_estufa_gas,"calefaccion estufa gas",cabaprop,boolean,,,1,calefaccion.calefaccion_estufa_gas,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_calefaccion_losa_central,"calefaccion losa central",cabaprop,boolean,,,0,calefaccion.calefaccion_losa_central,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_calefaccion_losa_individual,"calefaccion losa individual",cabaprop,boolean,,,0,calefaccion.calefaccion_losa_individual,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_calefaccion_placas_bajo_consumo,"calefaccion placas bajo consumo",cabaprop,boolean,,,0,calefaccion.calefaccion_placas_bajo_consumo,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_calefaccion_radiadores_central,"calefaccion radiadores central",cabaprop,boolean,,,0,calefaccion.calefaccion_radiadores_central,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_calefaccion_radiadores_individual,"calefaccion radiadores individual",cabaprop,boolean,,,0,calefaccion.calefaccion_radiadores_individual,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_chimenea,chimenea,cabaprop,boolean,,,0,calefaccion.chimenea,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_split,split,cabaprop,boolean,,,0,calefaccion.split,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_termotanque_calefon,"termotanque calefon",cabaprop,boolean,,,0,calefaccion.termotanque_calefon,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.calefaccion_ventilador,ventilador,cabaprop,boolean,,,0,calefaccion.ventilador,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.cocina_americana,"cocina americana",cabaprop,boolean,,,0,cocina_americana,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.cocina_completa,"cocina completa",cabaprop,boolean,,,1,cocina_completa,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.cocina_integrada,"cocina integrada",cabaprop,boolean,,,0,cocina_integrada,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.cocina_kitchenette,"cocina kitchenette",cabaprop,boolean,,,0,cocina_kitchenette,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.comedor,comedor,cabaprop,boolean,,,0,comedor,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.comedor_diario,"comedor diario",cabaprop,boolean,,,0,comedor_diario,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.dependencia_de_servicio,"dependencia de servicio",cabaprop,boolean,,,0,dependencia_de_servicio,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.dormitorio_en_suite,"dormitorio en suite",cabaprop,boolean,,,0,dormitorio_en_suite,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.escritorio,escritorio,cabaprop,boolean,,,0,escritorio,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.garages_active,active,cabaprop,boolean,,,0,garages.active,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.hall,hall,cabaprop,boolean,,,1,hall,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.hasposter,hasPoster,cabaprop,boolean,,,0,hasPoster,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.inhabited,inhabited,cabaprop,boolean,,,0,inhabited,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.jardin,jardin,cabaprop,boolean,,,0,jardin,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.laundry_active,active,cabaprop,boolean,,,0,laundry.active,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.living,living,cabaprop,boolean,,,1,living,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.living_comedor,"living comedor",cabaprop,boolean,,,0,living_comedor,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.palier_comun,"palier comun",cabaprop,boolean,,,1,palier_comun,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.palier_privado,"palier privado",cabaprop,boolean,,,0,palier_privado,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.palier_semi_privado,"palier semi privado",cabaprop,boolean,,,0,palier_semi_privado,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.pasillo,pasillo,cabaprop,boolean,,,0,pasillo,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.rooftop_active,active,cabaprop,boolean,,,0,rooftop.active,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.seguridad_alarma,alarma,cabaprop,boolean,,,0,seguridad.alarma,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.seguridad_grupoelectrogeno,grupoElectrogeno,cabaprop,boolean,,,0,seguridad.grupoElectrogeno,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.seguridad_puertablindada,puertaBlindada,cabaprop,boolean,,,0,seguridad.puertaBlindada,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.serviciosesenciales_abl,abl,cabaprop,boolean,,,1,serviciosEsenciales.abl,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.serviciosesenciales_agua_corriente,"agua corriente",cabaprop,boolean,,,1,serviciosEsenciales.agua_corriente,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.serviciosesenciales_aysa,aysa,cabaprop,boolean,,,1,serviciosEsenciales.aysa,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.serviciosesenciales_electricidad,electricidad,cabaprop,boolean,,,1,serviciosEsenciales.electricidad,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.serviciosesenciales_gas,gas,cabaprop,boolean,,,1,serviciosEsenciales.gas,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.serviciosesenciales_internet_wifi,"internet wifi",cabaprop,boolean,,,0,serviciosEsenciales.internet_wifi,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.serviciosesenciales_telefono,telefono,cabaprop,boolean,,,0,serviciosEsenciales.telefono,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.serviciosesenciales_tv_cable,"tv cable",cabaprop,boolean,,,0,serviciosEsenciales.tv_cable,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.toilettes,toilettes,cabaprop,number,0,0.0,,toilettes,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vestidor,vestidor,cabaprop,boolean,,,0,vestidor,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vigilancia_camaras,camaras,cabaprop,boolean,,,0,vigilancia.camaras,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vigilancia_encargado,encargado,cabaprop,boolean,,,0,vigilancia.encargado,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vigilancia_encargado_virtual,"encargado virtual",cabaprop,boolean,,,0,vigilancia.encargado_virtual,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vigilancia_portero_electrico,"portero electrico",cabaprop,boolean,,,0,vigilancia.portero_electrico,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vigilancia_vigilancia_24hs,"vigilancia 24hs",cabaprop,boolean,,,0,vigilancia.vigilancia_24hs,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vigilancia_vigilancia_diurna,"vigilancia diurna",cabaprop,boolean,,,0,vigilancia.vigilancia_diurna,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vigilancia_vigilancia_fin_de_semana,"vigilancia fin de semana",cabaprop,boolean,,,0,vigilancia.vigilancia_fin_de_semana,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vigilancia_vigilancia_nocturna,"vigilancia nocturna",cabaprop,boolean,,,0,vigilancia.vigilancia_nocturna,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vista_abierta,abierta,cabaprop,boolean,,,0,vista.abierta,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vista_calle,calle,cabaprop,boolean,,,0,vista.calle,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vista_jardin,jardin,cabaprop,boolean,,,0,vista.jardin,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vista_plaza,plaza,cabaprop,boolean,,,0,vista.plaza,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.vista_pulmonmanzana,pulmonManzana,cabaprop,boolean,,,1,vista.pulmonManzana,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a35727cef119099235da668,cabaprop.yard_active,active,cabaprop,boolean,,,0,yard.active,cabaprop-6a35727cef119099235da668,2026-06-27T14:26:38.749137+00:00
cabaprop,6a357415ef119099235da833,cabaprop.accessibilities,accessibilities,cabaprop,boolean,,,1,accessibilities,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_amoblado,amoblado,cabaprop,boolean,,,0,adicionales.amoblado,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_cancha_paddle,"cancha paddle",cabaprop,boolean,,,0,adicionales.cancha_paddle,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_cancha_tenis,"cancha tenis",cabaprop,boolean,,,0,adicionales.cancha_tenis,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_centros_comerciales_cercanos,"centros comerciales cercanos",cabaprop,boolean,,,0,adicionales.centros_comerciales_cercanos,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_cocina_electrica,"cocina electrica",cabaprop,boolean,,,0,adicionales.cocina_electrica,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_cocina_gas,"cocina gas",cabaprop,boolean,,,1,adicionales.cocina_gas,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_escuelas_cercanas,"escuelas cercanas",cabaprop,boolean,,,0,adicionales.escuelas_cercanas,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_estacionamiento_visitas,"estacionamiento visitas",cabaprop,boolean,,,0,adicionales.estacionamiento_visitas,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_gimnasio,gimnasio,cabaprop,boolean,,,0,adicionales.gimnasio,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_hidromasaje,hidromasaje,cabaprop,boolean,,,0,adicionales.hidromasaje,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_laundry,laundry,cabaprop,boolean,,,0,adicionales.laundry,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_microcine,microcine,cabaprop,boolean,,,0,adicionales.microcine,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_parques_cercanos,"parques cercanos",cabaprop,boolean,,,0,adicionales.parques_cercanos,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_parrilla,parrilla,cabaprop,boolean,,,0,adicionales.parrilla,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_piscina,piscina,cabaprop,boolean,,,0,adicionales.piscina,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_placards,placards,cabaprop,boolean,,,0,adicionales.placards,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_sala_de_juegos,"sala de juegos",cabaprop,boolean,,,0,adicionales.sala_de_juegos,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_sauna,sauna,cabaprop,boolean,,,0,adicionales.sauna,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_solarium,solarium,cabaprop,boolean,,,0,adicionales.solarium,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
cabaprop,6a357415ef119099235da833,cabaprop.adicionales_spa,spa,cabaprop,boolean,,,0,adicionales.spa,cabaprop-6a357415ef119099235da833,2026-06-27T14:26:38.754607+00:00
